Cost Center	Subject	Training Type	Course Code	Training Title	Session ID	Facility	Training Attendee Status	Registration Date	Transcript Assigned Date	Training Due Date	Part Name	Part Start Time	Part End Time	Part Time Zone	Completion Date	Last Transcript Status Change Date	Time in Training	Training Hours	Credit Hours	Provider	Version Number
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Class		Deep Learning: Getting Started			In Progress	1/21/2025 10:47	1/21/2025 10:47							1/21/2025 10:47	0	1.22	0	(LinkedIn Learning) ???? ??	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/29/2025 10:41	5/29/2025 10:41	25	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/29/2025 15:26	5/29/2025 15:26	9	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						2/4/2025 15:48	2/4/2025 15:48	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Software management, Expertise	Online Content		Basic Git and Github - essentials			Completed	3/26/2025 10:53							3/26/2025 16:18	3/26/2025 16:18	70	0.85	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						4/8/2025 10:23	4/8/2025 10:23	9	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:31						2/12/2025 15:30	5/13/2025 12:31	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:31	5/13/2025 12:31		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:31	90	1.5	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/27/2025 10:58	5/27/2025 10:58	32	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/30/2025 16:40	5/30/2025 16:40	23	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						6/9/2025 15:39	6/9/2025 15:39	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						4/16/2025 14:19	4/16/2025 14:19	10	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/27/2025 12:12	5/27/2025 12:12	15	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Automate the Boring Stuff with Python Programming			In Progress	2/15/2025 8:20									8	9.52	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Beginner VS Code			Completed	3/31/2025 21:56							3/31/2025 21:56	3/31/2025 21:56	7	0.73	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 14:43						2/12/2025 16:00	5/14/2025 14:43	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:31	5/13/2025 12:31		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:31	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:26	5/14/2025 11:26		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:26	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:36	5/14/2025 11:36		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:36	72090	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 14:43	5/14/2025 14:43		CPT_Trainings_Q1_2025_MUltiple Trainings	2/12/2025 14:00	2/12/2025 16:00	IST	2/12/2025 16:00	5/14/2025 14:43	120	2	0	[SRI-Delhi]HR	1
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		GCP Associate Cloud Engineer - Google Cloud Certification			In Progress	3/24/2025 21:39									6	18.05	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		GCP Associate Cloud Engineer Certification : Google Cloud			In Progress	6/7/2025 13:52									25	24.17	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Linux Shell Course for Beginners - Lite			Completed	1/31/2025 18:52							1/31/2025 19:03	1/31/2025 19:03	26	0.52	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						4/16/2025 11:46	4/16/2025 11:46	22	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Vue JS 2: From Beginner to Professional (includes Vuex)			In Progress	1/17/2025 20:30									6	15.33	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Database Management, Expertise	Online Content		Kafka Streams API For Developers using Java/SpringBoot 3.X			In Progress	3/11/2025 11:42									1109	13.22	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		Master Microservices with Spring Boot and Spring Cloud			In Progress	3/3/2025 16:48									60	26.12	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 10:36	4/7/2025 10:36						4/7/2025 10:47	4/7/2025 10:47	11	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Learn and Understand NodeJS (V8, Express, MERN/PERN & more)			In Progress	1/14/2025 21:40									1	14.63	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		LLMs Mastery: Complete Guide to Transformers & Generative AI			In Progress	1/15/2025 21:42									1	7.5	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/28/2025 16:25	5/28/2025 16:25	12	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2025			In Progress	1/30/2025 16:42									115	14.82	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/30/2025 17:17	5/30/2025 17:17	38	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified Solutions Architect Associate 2025			In Progress	4/18/2025 1:49									71	27.5	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						4/24/2025 11:41	4/24/2025 11:41	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2025			In Progress	2/6/2025 10:01									240	14.82	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/29/2025 10:15	5/29/2025 10:15	30	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						5/9/2025 10:56	5/9/2025 10:56	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] Java, Expertise	Online Content		Java from Basics to Advanced			In Progress	1/6/2025 14:44	1/6/2025 14:44							1/6/2025 14:44	225	31.3	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						4/8/2025 11:53	4/8/2025 11:53	13	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:37	2/2/2025 5:37							2/2/2025 5:37	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						4/15/2025 15:29	4/15/2025 15:29	15	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:37	2/2/2025 5:37							2/2/2025 5:37	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:09	4/8/2025 9:09						5/27/2025 10:12	5/27/2025 10:12	11	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:41	2/2/2025 5:41						5/5/2025 9:50	5/5/2025 9:50	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:10	4/8/2025 9:10						5/26/2025 17:04	5/26/2025 17:04	20	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:43	2/2/2025 5:43							2/2/2025 5:43	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:10	4/8/2025 9:10						5/20/2025 19:22	5/20/2025 19:22	13	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		[Chinese] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:39	4/3/2025 17:39							4/3/2025 17:39	0	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:43	2/2/2025 5:43						6/5/2025 23:01	6/5/2025 23:01	0	4	0	(SEU) S/W School	1
		Online Class		[English] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:39	4/3/2025 17:39							4/3/2025 17:39	0	0.25	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Korean] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:39	4/3/2025 17:39							4/3/2025 17:39	0	0.25	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Spanish] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:39	4/3/2025 17:39							4/3/2025 17:39	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		[Vietnamese] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:39	4/3/2025 17:39							4/3/2025 17:39	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		Samsung Brand Strategy			Completed	3/26/2025 7:53	3/26/2025 7:53						5/30/2025 18:23	5/30/2025 18:23	175	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Core, Expertise	Curriculum		Samsung Essential for Marketing ? Sales			In Progress	4/3/2025 17:39	4/3/2025 17:39							4/3/2025 17:39	0	5	0	(SEU) Sales&Marketing School	5
	 [Marketing], [Sales], Expertise	Online Class		TIM overview			Registered	3/13/2025 16:21	3/13/2025 16:21							3/13/2025 16:21	0	0.08	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:43	2/2/2025 5:43							2/2/2025 5:43	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:10	4/8/2025 9:10						5/15/2025 15:02	5/15/2025 15:02	16	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:44	2/2/2025 5:44							2/2/2025 5:44	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:10	4/8/2025 9:10						5/30/2025 11:54	5/30/2025 11:54	11	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:44	2/2/2025 5:44							2/2/2025 5:44	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Registered	4/8/2025 9:10	4/8/2025 9:10							4/8/2025 9:10	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		[Chinese] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:22	4/3/2025 17:22							4/3/2025 17:22	0	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:44	2/2/2025 5:44							2/2/2025 5:44	0	4	0	(SEU) S/W School	1
		Online Class		[English] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:22	4/3/2025 17:22							4/3/2025 17:22	0	0.25	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Korean] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:22	4/3/2025 17:22							4/3/2025 17:22	0	0.25	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Spanish] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:22	4/3/2025 17:22							4/3/2025 17:22	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		[Vietnamese] Samsung lettermark guidelines(for DX)			Registered	4/3/2025 17:22	4/3/2025 17:22							4/3/2025 17:22	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		Samsung Brand Strategy			Completed	3/26/2025 8:00	3/26/2025 8:00						5/30/2025 4:45	5/30/2025 4:45	18	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Core, Expertise	Curriculum		Samsung Essential for Marketing ? Sales			In Progress	4/3/2025 17:22	4/3/2025 17:22							4/3/2025 17:22	0	5	0	(SEU) Sales&Marketing School	5
	 [Marketing], [Sales], Expertise	Online Class		TIM overview			Registered	3/13/2025 16:13	3/13/2025 16:13							3/13/2025 16:13	0	0.08	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:45	2/2/2025 5:45							2/2/2025 5:45	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Registered	4/8/2025 9:10	4/8/2025 9:10							4/8/2025 9:10	0	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:45	2/2/2025 5:45							2/2/2025 5:45	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:10	4/8/2025 9:10						4/22/2025 20:52	4/22/2025 20:52	14	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:48	2/2/2025 5:48							2/2/2025 5:48	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:10	4/8/2025 9:10						5/27/2025 16:10	5/27/2025 16:10	1	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:51	2/2/2025 5:51							2/2/2025 5:51	0	4	0	(SEU) S/W School	1
	 Expertise	Video		5G Core Operations and Call Flows P4			Completed	5/24/2025 0:59	5/24/2025 0:59						5/24/2025 1:00	5/24/2025 1:00	0	0.75	0	[SIEL-S]HR	
	 Expertise	Video		5G Core Operations and Call Flows P5			Completed	5/24/2025 1:00	5/24/2025 1:00						5/24/2025 1:11	5/24/2025 1:11	0	0.75	0	[SIEL-S]HR	
	 Expertise	Video		5G Core Operations and Call Flows P6			Completed	5/24/2025 1:11	5/24/2025 1:11						5/24/2025 1:13	5/24/2025 1:13	0	0	0	[SIEL-S]HR	
	 Expertise	Video		5G Core Operations and Call Flows P7			Completed	5/24/2025 1:13	5/24/2025 1:13						5/24/2025 1:14	5/24/2025 1:14	0	0.67	0	[SIEL-S]HR	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:11	4/8/2025 9:11						5/24/2025 0:53	5/24/2025 0:53	12	0.25	0	(SEU) Sales&Marketing School	1
		Test		Test: [L1] 5G Core Container Operations and Call Flows - (NW Biz GSC)			In Progress	5/24/2025 1:14	5/24/2025 1:14							5/24/2025 1:14	0	0.83	0	[SIEL-S]HR	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:52	2/2/2025 5:52							2/2/2025 5:52	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			In Progress	4/8/2025 9:11	4/8/2025 9:11							5/30/2025 19:04	114	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:52	2/2/2025 5:52							2/2/2025 5:52	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:11	4/8/2025 9:11						5/29/2025 22:23	5/29/2025 22:23	34	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:54	2/2/2025 5:54							2/2/2025 5:54	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Financial acumen, [Software Tools], [Software Tools] Python, Expertise	Online Content		Algorithmic Trading A-Z with Python, Machine Learning & AWS			In Progress	5/18/2025 21:38									1	44.47	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		LLM Engineering: Master AI, Large Language Models & Agents			In Progress	3/18/2025 0:03									524	25.28	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:11	4/8/2025 9:11						5/7/2025 17:50	5/7/2025 17:50	14	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		The Complete Agentic AI Engineering Course (2025)			In Progress	5/18/2025 21:38									6	17	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:54	2/2/2025 5:54							2/2/2025 5:54	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Class		AWS DevOps: Continuous Docker Deployment to AWS Fargate from GitLab			In Progress	2/27/2025 20:34	2/27/2025 20:34							2/27/2025 20:34	0	1.42	0	(LinkedIn Learning) ???? ??	
	 Expertise	Event		Business Trainings_SRID			Completed		6/9/2025 17:29						2/13/2025 17:00	6/9/2025 17:29	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 12:01	5/23/2025 12:01		Behavioural Training | Creativity & Innovation | Design Thinking Awareness	3/3/2025 15:00	3/3/2025 17:00	IST	3/3/2025 17:00	5/23/2025 12:01	120	2	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	6/9/2025 17:29	6/9/2025 17:29		TLC_13 FEB 2025	2/13/2025 15:00	2/13/2025 17:00	IST	2/13/2025 17:00	6/9/2025 17:29	120	2	0	[SRI-Delhi]HR	1
